date,humidity_mean,pressure_mean,temperature_mean,wind_direction_mean,wind_speed,weather_desc_cat_mean,humidity_min,pressure_min,temperature_min,wind_direction_min,wind_speed,weather_desc_cat_min,humidity_max,pressure_max,temperature_max,wind_direction_max,wind_speed,weather_desc_cat_max,humidity_median,pressure_median,temperature_median,wind_direction_median,wind_speed,weather_desc_cat_median,humidity_std,pressure_std,temperature_std,wind_direction_std,wind_speed,weather_desc_cat_std
2012-10-13,58.54545454545455,1019.7727272727273,283.56409090909096,243.72727272727272,4.818181818181818,1.7727272727272727,39,1013,278.52,0.0,0.0,1,81,1026,287.1,340.0,9.0,4,57.5,1020.0,284.82500000000005,239.0,4.0,2.0,11.112957999463307,2.9589544192858512,2.9110136658508816,87.93405636269868,2.593698657761292,0.9223065383316713
2012-10-14,46.27272727272727,1031.0454545454545,279.37045454545455,137.27272727272728,2.8181818181818183,1.5454545454545454,27,1027,272.82,0.0,0.0,1,74,1034,285.09,360.0,7.0,2,47.0,1031.0,279.6,40.0,2.5,2.0,13.180728421889349,2.0113315354397447,4.184988453386517,147.3958653610783,2.0150945537631872,0.5096471914376255
2012-10-15,61.8,1023.1,286.37899999999996,210.0,5.2,1.0,43,1016,282.63,170.0,4.0,1,76,1028,294.95,230.0,7.0,1,66.0,1023.0,284.81,215.0,5.0,1.0,10.369997208546547,3.9054617625765147,4.183856065754089,15.559732104309976,1.1050125029061653,0.0
2012-10-16,73.73913043478261,1009.695652173913,291.0973913043478,197.82608695652175,4.217391304347826,2.0869565217391304,60,1004,288.56,180.0,2.0,1,93,1016,295.05,250.0,6.0,4,73.0,1009.0,290.68,190.0,4.0,1.0,9.096539758233487,4.236580767646281,2.020837399314069,22.147546906871987,0.8504823091062897,1.3454652280315154
2012-10-17,64.17647058823529,1006.3529411764706,286.1523529411765,301.7647058823529,5.9411764705882355,1.5294117647058822,50,1004,283.87,240.0,3.0,1,88,1011,289.4,330.0,10.0,4,66.0,1005.0,285.96,310.0,5.0,1.0,10.519240075438248,2.2344232049509434,1.8538053073737606,24.2989953798627,2.3040884378451634,1.007326105267277
2012-10-18,56.42857142857143,1014.1904761904761,282.67190476190484,221.42857142857142,2.380952380952381,1.5714285714285714,39,1012,276.34,0.0,0.0,1,81,1017,290.16,360.0,5.0,3,54.0,1014.0,281.15,280.0,2.0,1.0,11.311814304396217,1.289148851725329,4.789261549599936,140.4024826805322,1.2835961388299078,0.8106434833777776
2012-10-19,70.25,1016.125,284.6779166666667,100.41666666666667,2.4166666666666665,1.6666666666666667,52,1015,278.0,0.0,0.0,1,93,1017,291.98,200.0,6.0,3,67.0,1016.0,283.5,140.0,2.0,1.0,12.051519839206282,0.7408866603456935,5.234588957881144,81.05173692137026,1.8157922373651016,0.9168313422570845
2012-10-20,88.16666666666667,1010.4166666666666,290.96791666666667,140.41666666666666,4.958333333333333,3.0416666666666665,72,1005,289.38,90.0,3.0,1,93,1017,292.94,180.0,9.0,4,93.0,1011.0,290.84000000000003,150.0,5.0,4.0,7.788880963698623,3.6702880667263007,1.144369882309142,27.263475593718333,1.3981094896064246,1.2676293062133797
2012-10-21,85.625,1005.9166666666666,289.3941666666667,129.08333333333334,2.9166666666666665,1.9583333333333333,45,1005,287.31,0.0,0.0,1,100,1008,291.47,270.0,7.0,3,96.5,1006.0,289.172222222,142.5,3.0,2.0,19.394783027805488,0.653862548158277,1.3306318495739073,79.48634920629408,2.30154327555998,0.806450444131925
2012-10-22,53.77272727272727,1012.3181818181819,285.9663636363636,283.8181818181818,5.045454545454546,2.4545454545454546,39,1008,281.93,260.0,2.0,1,66,1015,291.46,320.0,7.0,5,54.0,1013.0,285.03625,280.0,5.0,2.0,9.390632709460142,1.912026191202431,2.967525697653499,18.227755820481097,1.2140947137789433,1.738287957055741
2012-10-23,50.31818181818182,1017.3181818181819,286.54181818181814,292.72727272727275,5.2727272727272725,2.590909090909091,37,1015,282.55,260.0,3.0,1,66,1020,293.34,320.0,7.0,5,49.5,1017.0,285.385,290.0,5.5,2.0,10.030365153284558,1.2492421945347552,3.5234150592363815,17.77687587899842,1.386390248839742,1.5632411662065913
2012-10-24,61.69565217391305,1018.7391304347826,286.0908695652174,159.1304347826087,1.7391304347826086,2.130434782608696,42,1017,281.34,0.0,0.0,1,81,1020,290.52,340.0,7.0,5,62.0,1019.0,287.41,220.0,1.0,1.0,10.885498203860264,0.864312196560092,3.126486429093264,129.892019612035,1.814522008292287,1.4864340436117256
2012-10-25,86.16666666666667,1019.875,287.2333333333333,47.708333333333336,3.2916666666666665,2.9583333333333335,72,1019,286.28,0.0,0.0,1,93,1021,288.99,70.0,5.0,4,87.0,1020.0,286.865,50.0,3.0,3.0,6.14793473040137,0.7974142996067689,0.885593226215552,15.741054510465593,1.3014763077790332,0.858672720295521
2012-10-26,76.5909090909091,1023.5454545454545,287.515,77.27272727272727,2.6818181818181817,2.227272727272727,67,1022,285.87,40.0,1.0,1,87,1025,289.66,140.0,4.0,4,76.5,1023.5,286.895,70.0,3.0,3.0,5.917360181292966,1.056826909613466,1.2669451448267153,27.633971188310294,0.7798878818298873,1.0660035817780522
2012-10-27,73.66666666666667,1022.7083333333334,289.09,91.66666666666667,1.5416666666666667,1.3333333333333333,63,1020,287.25,0.0,0.0,1,82,1025,291.88,310.0,3.0,3,72.0,1023.0,288.47,60.0,2.0,1.0,5.214250262223845,1.3981094896064497,1.6124434604175804,79.98188200633543,0.721060008759246,0.761386987626881
2012-10-28,75.5,1017.125,289.88374999999996,80.41666666666667,3.1666666666666665,1.5,67,1014,288.69,40.0,1.0,1,88,1021,291.36,160.0,6.0,3,72.0,1017.0,289.71000000000004,60.0,3.0,1.0,6.043321862224017,2.1531069562883682,0.8626088463139628,43.28662477091476,1.4645571126562063,0.8846517369293826
